Theta (radians),Mach,V_r,V_theta,P/P0,T/T0,rho/rho0
3.4095563597330534,2.962379700189529,2.962108681525095,-0.040070524437099596,0.028806988974537335,0.3629581337825944,0.0793672500856317
3.4096063597330533,2.9623816079716803,2.962106670782645,-0.04035916443430695,0.02880690624677495,0.3629578359704898,0.07936708728095097
3.409656359733053,2.9623835286960514,2.9621046456095654,-0.040647749604358185,0.028806822958049722,0.3629575361383551,0.07936692337218453
3.409706359733053,2.9623854623494372,2.962102606008598,-0.04093627995262074,0.028806739108939446,0.3629572342882576,0.07936675836046672
3.409756359733053,2.9623874089186395,2.9621005519824837,-0.041224755484476114,0.02880665470002163,0.36295693042226385,0.0793665922469313
3.409806359733053,2.9623893683904647,2.962098483533963,-0.041513176205319885,0.0288065697318736,0.3629566245424395,0.07936642503271167
3.4098563597330527,2.962391340751726,2.962096400665777,-0.04180154212056169,0.02880648420507243,0.3629563166508492,0.07936625671894071
3.4099063597330526,2.962393325989238,2.9620943033806646,-0.04208985323562521,0.028806398120195167,0.3629560067495576,0.0793660873067512
3.4099563597330524,2.9623953240898246,2.9620921916813665,-0.04237810955594816,0.028806311477818446,0.3629556948406276,0.07936591679727517
3.4100063597330523,2.962397335040312,2.962090065570622,-0.042666311086982274,0.028806224278518863,0.36295538092612206,0.07936574519164448
3.410056359733052,2.9623993588275335,2.9620879250511707,-0.042954457834193306,0.02880613652287272,0.3629550650081026,0.07936557249099047
3.410106359733052,2.9624013954383255,2.9620857701257517,-0.04324254980306101,0.028806048211456232,0.3629547470886305,0.07936539869644421
3.410156359733052,2.9624034448595316,2.9620836007971034,-0.04353058699907914,0.028805959344845283,0.3629544271697658,0.07936522380913619
3.410206359733052,2.962405507077999,2.9620814170679646,-0.043818569427755416,0.02880586992361566,0.36295410525356814,0.07936504783019664
3.4102563597330517,2.9624075820805813,2.9620792189410734,-0.044106497094611535,0.02880577994834291,0.3629537813420962,0.07936487076075531
